time,"Ambient air temperature (℃)","ATF temperature var.3 (℃)","Average fuel consumption (L/100km)","Average fuel consumption (Today) (L/100km)","Average fuel consumption (total) (L/100km)","Average fuel consumption (Week) (L/100km)","Average fuel consumption 10 sec (L/100km)","Average speed (km/h)","Calculated boost (bar)","Calculated engine load value (%)","Calculated instant fuel rate (L/h)","Catalyst temperature Bank 1 Sensor 1 (℃)","Catalyst temperature Bank 2 Sensor 1 (℃)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine coolant temperature (℃)","Engine fuel rate (L/h)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel System A Use Percentage Bank 1 (%)","Fuel System A Use Percentage Bank 2 (%)","Fuel System B Use Percentage Bank 1 (%)","Fuel System B Use Percentage Bank 2 (%)","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Intake air temperature B1S1 (℃)","Intake manifold absolute pressure (kPa)","Long term fuel % trim - Bank 1 (%)","Long term fuel % trim - Bank 2 (%)","OBD Module Voltage (V)","Short term fuel % trim - Bank 1 (%)","Short term fuel % trim - Bank 2 (%)","Timing advance (°)","Vehicle acceleration (g)","Vehicle speed (km/h)",
17:55:48.216,,,,,,,,0.2014347895247271,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:48.276,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:48.315,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:48.339,,,,,,,,0.20140847343727786,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:48.416,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:48.456,,,,,,,,0.20138341036470808,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:48.536,,,,,,,,,,,,,,,,,,,,608,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:48.586,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:48.615,,,,,,,,0.2013492897283431,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:48.696,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:48.756,,,,,,,,0.20131917753981216,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:48.826,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:48.866,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:48.886,,,,,,,,0.20129134617060024,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:48.976,,,,,,,,,,,,,,,,,,,,599,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:49.016,,,,,,,,0.20126360094732174,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:49.086,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:49.126,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:49.158,,,,,,,,0.2012332041744581,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:49.237,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:49.286,,,,,,,,0.20120574766800914,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:49.366,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:49.406,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:49.436,,,,,,,,0.20117372923572382,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:49.516,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:49.548,,,,,,,,0.20114990808801647,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:49.616,,,,,,,,,,,,,,,,,,,,605,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:49.657,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:49.685,,,,,,,,0.20112044416299635,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:49.767,,,,,,,,,,,,,,,,,,,,603,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:49.806,,,,,,,,0.20109472434569164,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:49.865,,,,,,,,,,,,,,,,,,,,593,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:49.906,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:49.935,,,,,,,,0.20106708158107364,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:50.007,,,,,,,,,,,,,,,,,,,,595,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:50.058,,,,,,,,0.20104100352183188,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:50.115,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:50.160,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:50.185,,,,,,,,0.2010137227945878,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:50.266,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:50.306,,,,,,,,0.200987918240534,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:50.386,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:50.426,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:50.457,,,,,,,,0.20095586047418432,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:50.555,,,,,,,,,,,,,,,,,,,,607,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:50.596,,,,,,,,0.20092600416093184,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:50.675,,,,,,,,,,,,,,,,,,,,599,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:50.726,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:50.755,,,,,,,,0.20089222084761676,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:50.828,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:50.876,,,,,,,,0.20086654498494672,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:50.957,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:51.006,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:51.035,,,,,,,,0.20083258019477584,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:51.108,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:51.159,,,,,,,,0.20080629237838324,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:51.480,,,,,,,,,,,,,,,,,,,,591,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:51.535,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:51.555,,,,,,,,0.20072190097412,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:51.652,,,,,,,,,,,,,,,,,,,,599,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:51.696,,,,,,,,0.2006919965712466,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:51.775,,,,,,,,,,,,,,,,,,,,604,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:51.827,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:51.867,,,,,,,,0.20065551768705323,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:51.975,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:52.067,,,,,,,,0.20061302846050386,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:52.166,,,,,,,,,,,,,,,,,,,,604,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:52.216,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:52.247,,,,,,,,0.2005747900607755,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:52.348,,,,,,,,,,,,,,,,,,,,605,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:52.395,,,,,,,,0.20054331830980204,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:52.506,,,,,,,,,,,,,,,,,,,,596,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:52.575,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:52.597,,,,,,,,0.20050042681661762,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:52.715,,,,,,,,,,,,,,,,,,,,603,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:52.795,,,,,,,,0.2004584827732993,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:52.926,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:53.010,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:53.042,,,,,,,,0.2004060043035394,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:53.148,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:53.195,,,,,,,,0.2003736090416623,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:53.286,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:53.336,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:53.367,,,,,,,,0.20033712888399033,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:53.456,,,,,,,,,,,,,,,,,,,,591,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:53.507,,,,,,,,0.2003074801502125,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:53.575,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:53.615,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:53.635,,,,,,,,0.20028048540247947,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:53.715,,,,,,,,,,,,,,,,,,,,595,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:53.765,,,,,,,,0.20025290757762068,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:53.835,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:53.875,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:53.895,,,,,,,,0.2002254209181292,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:53.966,,,,,,,,,,,,,,,,,,,,603,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:54.015,,,,,,,,0.2002000219105468,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:54.098,,,,,,,,,,,,,,,,,,,,595,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:54.158,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:54.186,,,,,,,,0.20016385720083565,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:54.275,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:54.306,,,,,,,,0.20013844760430805,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:54.366,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:54.406,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:54.426,,,,,,,,0.20011309289990337,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:54.495,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:54.526,,,,,,,,0.20009192923849964,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:54.587,,,,,,,,,,,,,,,,,,,,606,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:54.635,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:54.655,,,,,,,,0.2000646794085858,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:54.726,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:54.775,,,,,,,,0.2000393168103053,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:54.856,,,,,,,,,,,,,,,,,,,,596,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:55.135,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:55.167,,,,,,,,0.19995641236941492,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:55.266,,,,,,,,,,,,,,,,,,,,606,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:55.315,,,,,,,,0.19992520947230857,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:55.386,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:55.435,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:55.466,,,,,,,,0.1998934599354598,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:55.536,,,,,,,,,,,,,,,,,,,,606,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:55.588,,,,,,,,0.19986760733821018,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:55.666,,,,,,,,,,,,,,,,,,,,602,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:55.706,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:55.735,,,,,,,,0.19983672366225821,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:55.815,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:55.856,,,,,,,,0.19981103243731604,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:55.948,,,,,,,,,,,,,,,,,,,,606,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:55.994,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:56.035,,,,,,,,0.19977331765385883,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:56.135,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:56.186,,,,,,,,0.19974168119991653,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:56.276,,,,,,,,,,,,,,,,,,,,605,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:56.336,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:56.366,,,,,,,,0.1997037405047271,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:56.436,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:56.476,,,,,,,,0.1996804385511039,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:56.557,,,,,,,,,,,,,,,,,,,,602,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:56.608,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:56.626,,,,,,,,0.19964890087388176,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:56.707,,,,,,,,,,,,,,,,,,,,602,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:56.757,,,,,,,,0.19962147483502235,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:56.835,,,,,,,,,,,,,,,,,,,,595,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:56.887,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:56.916,,,,,,,,0.19958800859958403,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:57.007,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:57.055,,,,,,,,0.19955862176971323,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:57.135,,,,,,,,,,,,,,,,,,,,606,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:57.175,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:57.206,,,,,,,,0.19952685578370216,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:57.307,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:57.356,,,,,,,,0.19949546860013315,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:57.435,,,,,,,,,,,,,,,,,,,,595,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:57.475,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:57.495,,,,,,,,0.1994661949348837,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:57.586,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:57.627,,,,,,,,0.1994385291958351,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:57.706,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:57.755,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:57.777,,,,,,,,0.199406995362777,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:57.858,,,,,,,,,,,,,,,,,,,,595,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:57.906,,,,,,,,0.1993798822017841,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:57.986,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:58.028,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:58.057,,,,,,,,0.19934820752290627,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:58.137,,,,,,,,,,,,,,,,,,,,603,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:58.186,,,,,,,,0.19932109490579134,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:58.237,,,,,,,,,,,,,,,,,,,,589,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:58.277,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:58.306,,,,,,,,0.19929599582923496,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:58.606,,,,,,,,,,,,,,,,,,,,599,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:58.637,,,,,,,,0.19922670541992207,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:58.713,,,,,,,,,,,,,,,,,,,,595,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:58.757,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:58.786,,,,,,,,0.1991953820227201,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:58.857,,,,,,,,,,,,,,,,,,,,587,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:58.898,,,,,,,,0.199171917679773,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:58.976,,,,,,,,,,,,,,,,,,,,601,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:59.026,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:59.056,,,,,,,,0.19913884296281095,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:59.126,,,,,,,,,,,,,,,,,,,,595,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:59.168,,,,,,,,0.19911542794388956,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:59.248,,,,,,,,,,,,,,,,,,,,595,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:59.286,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:59.306,,,,,,,,0.19908651817240766,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:59.376,,,,,,,,,,,,,,,,,,,,602,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:59.406,,,,,,,,0.1990655813751044,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:59.476,,,,,,,,,,,,,,,,,,,,598,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:59.506,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:59.526,,,,,,,,0.1990404748952354,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:59.596,,,,,,,,,,,,,,,,,,,,600,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:59.648,,,,,,,,0.19901488964989275,,,,,,0.05260822602777786,0.052611,1.331803,0.052611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:55:59.726,,,,,,,,,,,,,,,,,,,,599,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
