time,"Ambient air temperature (℃)","ATF temperature var.3 (℃)","Average fuel consumption (L/100km)","Average fuel consumption (Today) (L/100km)","Average fuel consumption (total) (L/100km)","Average fuel consumption (Week) (L/100km)","Average fuel consumption 10 sec (L/100km)","Average speed (km/h)","Calculated boost (bar)","Calculated engine load value (%)","Calculated instant fuel rate (L/h)","Catalyst temperature Bank 1 Sensor 1 (℃)","Catalyst temperature Bank 2 Sensor 1 (℃)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine coolant temperature (℃)","Engine fuel rate (L/h)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel System A Use Percentage Bank 1 (%)","Fuel System A Use Percentage Bank 2 (%)","Fuel System B Use Percentage Bank 1 (%)","Fuel System B Use Percentage Bank 2 (%)","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Intake air temperature B1S1 (℃)","Intake manifold absolute pressure (kPa)","Long term fuel % trim - Bank 1 (%)","Long term fuel % trim - Bank 2 (%)","OBD Module Voltage (V)","Short term fuel % trim - Bank 1 (%)","Short term fuel % trim - Bank 2 (%)","Timing advance (°)","Vehicle acceleration (g)","Vehicle speed (km/h)",
17:38:59.018,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:38:59.041,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.067,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.079,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:38:59.110,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.141,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:38:59.168,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.198,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.208,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:38:59.241,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.268,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:38:59.288,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.318,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.328,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:38:59.359,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.388,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:38:59.418,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.448,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.458,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:38:59.488,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.519,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:38:59.541,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.568,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.578,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:38:59.608,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.642,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:38:59.668,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.688,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.698,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:38:59.728,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.748,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:38:59.779,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.808,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.818,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:38:59.848,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.878,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:38:59.898,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.928,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.941,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:38:59.968,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:38:59.998,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:00.028,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.060,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.068,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:00.100,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.128,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:00.148,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.180,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.188,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:00.220,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.248,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:00.280,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.308,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.364,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:00.388,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.408,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:00.442,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.480,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.500,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:00.528,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.560,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:00.588,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.620,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.628,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:00.660,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.688,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:00.708,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.741,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.759,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:00.788,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.819,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:00.848,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.868,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.880,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:00.908,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.941,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:00.968,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:00.999,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.008,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:01.042,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.080,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:01.100,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.141,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.159,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:01.188,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.218,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:01.248,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.280,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.299,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:01.319,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.348,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:01.367,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.398,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.408,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:01.441,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.467,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:01.499,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.527,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.541,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:01.567,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.598,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:01.618,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.647,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.657,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:01.687,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.718,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:01.747,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.778,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.788,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:01.827,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.858,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:01.878,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.907,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.919,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:01.947,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:01.978,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:02.007,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.040,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.058,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:02.078,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.110,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:02.140,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.167,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.178,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:02.207,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.240,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:02.267,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.298,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.308,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:02.340,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.367,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:02.388,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.418,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.427,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:02.458,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.487,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:02.518,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.547,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.558,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:02.588,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.618,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:02.640,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.667,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.678,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:02.707,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.740,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:02.767,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.798,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.808,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:02.841,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.887,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:02.918,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.947,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:02.959,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:03.028,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.047,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:03.068,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.098,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.110,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:03.140,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.167,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:03.188,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.218,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.227,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:03.259,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.290,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:03.318,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.348,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.358,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:03.388,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.418,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:03.440,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.468,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.478,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:03.499,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.528,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:03.548,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.578,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.588,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:03.628,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.658,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:03.688,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.718,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.727,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:03.760,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.790,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:03.818,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.848,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.858,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:03.888,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.918,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:03.940,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.968,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:03.979,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:04.008,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:04.040,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:04.068,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:04.099,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:04.118,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:04.140,,,,,,,,,,,,,,,,,,,,128,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:04.168,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:04.208,,,,,,,,,,,,,,,,,,,,172,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:04.241,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:04.261,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:04.308,,,,,,,,,,,,,,,,,,,,194,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:04.342,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:04.400,,,,,,,,,,,,,,,,,,,,215,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:04.428,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:04.448,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:04.498,,,,,,,,,,,,,,,,,,,,206,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:04.528,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:04.588,,,,,,,,,,,,,,,,,,,,958,1,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:04.629,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:04.648,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:04.710,,,,,,,,,,,,,,,,,,,,1609,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:04.748,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:04.799,,,,,,,,,,,,,,,,,,,,1686,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:04.828,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:04.859,,,,,,,,0,,,,,,0,0,1.279192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
17:39:04.928,,,,,,,,,,,,,,,,,,,,1596,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,
