time,"# warm-ups since codes cleared ()","Absolute load value (%)","Absolute pedal position D (%)","Absolute pedal position E (%)","Absolute throttle position B (%)","Ambient air temperature (℃)","Average fuel consumption (L/100km)","Average fuel consumption (Today) (L/100km)","Average fuel consumption (total) (L/100km)","Average fuel consumption (Week) (L/100km)","Average fuel consumption 10 sec (L/100km)","Average speed (km/h)","Barometric pressure (kPa)","Calculated boost (bar)","Calculated instant fuel consumption (L/100km)","Calculated instant fuel rate (L/h)","Catalyst temperature Bank 1 Sensor 1 (℃)","Catalyst temperature Bank 2 Sensor 1 (℃)","Commanded evaporative purge (%)","Commanded throttle actuator (%)","Control module voltage (V)","Distance traveled since codes cleared (km)","Distance traveled with MIL on (km)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Ethanol fuel percent (%)","Evap. system vapor pressure (Pa)","Free space in fuel tank (L)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel level input (%) (%)","Fuel level input (V) (L)","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Fuel/Air commanded equivalence ratio ()","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Long term fuel % trim - Bank 1 (%)","Long term fuel % trim - Bank 2 (%)","MAF air flow rate (g/sec)","Oxygen sensor 1 Wide Range Current (mA) (mA)","Oxygen sensor 1 Wide Range Equivalence ratio ()","Oxygen sensor 2 Bank 1 Voltage (V)","Oxygen sensor 2 Bank 2 Voltage (V)","Oxygen sensor 5 Wide Range Current (mA) (mA)","Oxygen sensor 5 Wide Range Equivalence ratio ()","Power from MAF (hp)","Relative throttle position (%)","Throttle position (%)","Timing advance (°)","Vehicle acceleration (g)","Vehicle speed (km/h)",
03:52:38.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05078125,29.382617249999996,,,,,,,,,,,
03:52:38.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:38.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05078125,29.382617249999996,,,,,,,,,,,
03:52:38.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:38.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.703125,29.382617249999996,,,,,,,,,,,
03:52:38.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,1423,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:38.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90625,29.382617249999996,,,,,,,,,,,
03:52:38.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:38.678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90625,29.382617249999996,,,,,,,,,,,
03:52:38.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,1409,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:38.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8046875,29.382617249999996,,,,,,,,,,,
03:52:38.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:38.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8046875,29.382617249999996,,,,,,,,,,,
03:52:38.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:38.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95703125,29.382617249999996,,,,,,,,,,,
03:52:38.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:38.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.046875,29.382617249999996,,,,,,,,,,,
03:52:38.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,1388,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:38.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.046875,29.382617249999996,,,,,,,,,,,
03:52:39.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:39.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04296875,29.382617249999996,,,,,,,,,,,
03:52:39.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,1376,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:39.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04296875,29.382617249999996,,,,,,,,,,,
03:52:39.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:39.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0234375,29.382617249999996,,,,,,,,,,,
03:52:39.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:39.220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01171875,29.382617249999996,,,,,,,,,,,
03:52:39.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:39.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01171875,29.382617249999996,,,,,,,,,,,
03:52:39.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,1347,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:39.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94140625,29.382617249999996,,,,,,,,,,,
03:52:39.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:39.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94140625,29.382617249999996,,,,,,,,,,,
03:52:39.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:39.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62890625,29.382617249999996,,,,,,,,,,,
03:52:39.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:39.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74609375,29.382617249999996,,,,,,,,,,,
03:52:39.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:39.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74609375,29.382617249999996,,,,,,,,,,,
03:52:39.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:39.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8125,29.382617249999996,,,,,,,,,,,
03:52:39.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,1309,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:39.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8125,29.382617249999996,,,,,,,,,,,
03:52:39.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:39.760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9453125,29.382617249999996,,,,,,,,,,,
03:52:39.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:40.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04296875,29.382617249999996,,,,,,,,,,,
03:52:40.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:40.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06640625,29.382617249999996,,,,,,,,,,,
03:52:40.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:40.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9140625,29.382617249999996,,,,,,,,,,,
03:52:40.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:40.180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9140625,29.382617249999996,,,,,,,,,,,
03:52:40.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:40.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5859375,29.382617249999996,,,,,,,,,,,
03:52:40.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:40.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5859375,29.382617249999996,,,,,,,,,,,
03:52:40.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:40.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7734375,29.382617249999996,,,,,,,,,,,
03:52:40.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:40.420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04296875,29.382617249999996,,,,,,,,,,,
03:52:40.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,1221,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:40.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04296875,29.382617249999996,,,,,,,,,,,
03:52:40.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:40.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7265625,29.382617249999996,,,,,,,,,,,
03:52:40.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:40.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7265625,29.382617249999996,,,,,,,,,,,
03:52:40.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:40.660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.60546875,29.382617249999996,,,,,,,,,,,
03:52:40.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:40.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83203125,29.382617249999996,,,,,,,,,,,
03:52:40.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:40.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83203125,29.382617249999996,,,,,,,,,,,
03:52:40.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:40.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.984375,29.382617249999996,,,,,,,,,,,
03:52:40.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:40.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.984375,29.382617249999996,,,,,,,,,,,
03:52:40.930,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:40.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58984375,29.382617249999996,,,,,,,,,,,
03:52:40.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:41.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00390625,29.382617249999996,,,,,,,,,,,
03:52:41.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,1169,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:41.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00390625,29.382617249999996,,,,,,,,,,,
03:52:41.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:41.140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91796875,29.382617249999996,,,,,,,,,,,
03:52:41.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:41.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91796875,29.382617249999996,,,,,,,,,,,
03:52:41.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:41.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6953125,29.382617249999996,,,,,,,,,,,
03:52:41.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:41.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.015625,29.382617249999996,,,,,,,,,,,
03:52:41.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:41.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.015625,29.382617249999996,,,,,,,,,,,
03:52:41.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,1137,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:41.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73046875,29.382617249999996,,,,,,,,,,,
03:52:41.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:41.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73046875,29.382617249999996,,,,,,,,,,,
03:52:41.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:41.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96875,29.382617249999996,,,,,,,,,,,
03:52:41.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:41.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7734375,29.382617249999996,,,,,,,,,,,
03:52:41.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:41.678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7734375,29.382617249999996,,,,,,,,,,,
03:52:41.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:41.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6171875,29.382617249999996,,,,,,,,,,,
03:52:41.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:41.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6171875,29.382617249999996,,,,,,,,,,,
03:52:41.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:41.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84765625,29.382617249999996,,,,,,,,,,,
03:52:41.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:41.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61328125,29.382617249999996,,,,,,,,,,,
03:52:41.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:41.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61328125,29.382617249999996,,,,,,,,,,,
03:52:42.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:42.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03125,29.382617249999996,,,,,,,,,,,
03:52:42.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:42.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03125,29.382617249999996,,,,,,,,,,,
03:52:42.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:42.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0078125,29.382617249999996,,,,,,,,,,,
03:52:42.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:42.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.578125,29.382617249999996,,,,,,,,,,,
03:52:42.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:42.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.578125,29.382617249999996,,,,,,,,,,,
03:52:42.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:42.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,29.382617249999996,,,,,,,,,,,
03:52:42.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:42.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,29.382617249999996,,,,,,,,,,,
03:52:42.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:42.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71484375,29.382617249999996,,,,,,,,,,,
03:52:42.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,1317,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:42.520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.609375,29.382617249999996,,,,,,,,,,,
03:52:42.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,1317,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:42.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.609375,29.382617249999996,,,,,,,,,,,
03:52:42.607,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:42.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57421875,29.382617249999996,,,,,,,,,,,
03:52:42.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:42.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57421875,29.382617249999996,,,,,,,,,,,
03:52:42.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:42.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5625,29.382617249999996,,,,,,,,,,,
03:52:43.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:43.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88671875,29.382617249999996,,,,,,,,,,,
03:52:43.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:43.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0625,29.382617249999996,,,,,,,,,,,
03:52:43.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:43.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0625,29.382617249999996,,,,,,,,,,,
03:52:43.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:43.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99609375,29.382617249999996,,,,,,,,,,,
03:52:43.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,1265,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:43.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99609375,29.382617249999996,,,,,,,,,,,
03:52:43.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:43.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66015625,29.382617249999996,,,,,,,,,,,
03:52:43.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:43.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63671875,29.382617249999996,,,,,,,,,,,
03:52:43.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:43.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63671875,29.382617249999996,,,,,,,,,,,
03:52:43.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:43.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9453125,29.382617249999996,,,,,,,,,,,
03:52:43.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:43.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9453125,29.382617249999996,,,,,,,,,,,
03:52:43.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:43.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97265625,29.382617249999996,,,,,,,,,,,
03:52:43.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:43.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9765625,29.382617249999996,,,,,,,,,,,
03:52:43.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:52:43.780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9765625,29.382617249999996,,,,,,,,,,,
03:52:43.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
